Show,Organization,Venue,Start,End,Email,Email Source,Address,City,State,Postal,Country,Website,Phone,Facebook,Instagram,Licensor/Source,Source URL,Date Type,Venue Type,First Seen
Disney's High School Musical Jr.,Stuart Country Day School,Cor Unum Theatre,2026-11-19,2026-11-19,info@stuartschool.org,Production,"1200 Stuart Road, Princeton, NJ 08540",Princeton,NJ,8540,US,http://www.stuartschool.org,+1-609-921-2330,https://www.facebook.com/stuartschool,https://www.instagram.com/stuartcdschool/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-22
Frozen,Trinity High School,Trinity High School Auditorium,2026-11-19,2026-11-22,meadowsl@ths.org,Organizations,"500 North Industrial, Euless, TX 76039",Euless,TX,76039,US,http://hebisd.edu/trinity,(817) 399-3690,https://www.facebook.com/eulesstrinityhighschool,,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Alice By Heart,Troy University,Theatre Upstairs,2026-11-19,2026-11-22,theatreanddance@troy.edu,Production,"Malone Hall, Troy University, Troy, AL 36082",Troy,AL,36082,US,http://www.troy.edu,(800) 414-5756,https://www.facebook.com/TroyUniversity,http://instagram.com/troyuniversity,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Mean Girls,Univ Of Scranton - Student Activities,Mcdade Center For Literary/perf Art,2026-11-19,2026-11-21,aquinas@scranton.edu,Production,"University Of Scranton, Scranton, PA 18510",Scranton,PA,18510,US,http://clubs.scranton.edu/org/livaartsco,,,,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Alice By Heart,Univ Of Southern California,Dab Sanctuary,2026-11-19,2026-11-22,sdaweb@usc.edu,Production,"817 W. 34th Street, Los Angeles, CA 90089",Los Angeles,CA,90089,US,https://dramaticarts.usc.edu,,https://www.facebook.com/USCSchoolofDramaticArts,https://instagram.com/uscsda/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Urinetown,Univ Of Wisconsin Madison,Mitchell Theatre,2026-11-19,2026-12-06,info@theatre.wisc.edu,Production,"821 University Avenue, Madison, WI 53706",Madison,WI,53706,US,http://www.theatre.wisc.edu,(608) 263-2329,https://www.facebook.com/utmadison,https://www.instagram.com/uwtheatre/,MTI,https://www.mtishows.com/shows,extended run,School,2026-08-18
Urinetown,University Prep,Founders Hall,2026-11-19,2026-11-21,admissionoffice@universityprep.org,Production,"8000 25th Ave N.e., Seattle, WA 98115",Seattle,WA,98115,US,http://www.universityprep.org,(206) 525-2714,,https://www.instagram.com/uprepseattle/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Frozen,Victorian Operetta Society,Victoria Hall Concert Hall,2026-11-19,2026-11-29,theatre@vostheatre.com,Production,"55 King St. W, Cobourg, ON K9A 2M2, CA",Cobourg,ON,K9A 2M2,CA,http://www.vostheatre.com,,https://www.facebook.com/vostheatre,https://instagram.com/vostheatre,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
The Drowsy Chaperone,Virginia Peninsula Community College Ed Foundation,Dr. Mary T. Christian Theatre,2026-11-19,2026-11-22,admissions@vpcc.edu,Production,"99 Thomas Nelson Dr., Hampton, VA 23666",Hampton,VA,23666,US,http://www.vpcc.edu,7578252700,https://www.facebook.com/vpccva,https://instagram.com/vpccva/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's Descendants,Wego Community Theatre,Wheaton Academy Fine Arts Center,2026-11-19,2026-11-21,wegocommunitytheatre@gmail.com,Production,"900 Prince Crossing Rd, West Chicago, IL 60185",West Chicago,IL,60185,US,http://www.wegocommunitytheatre.org,(331) 465-9317,https://www.facebook.com/WegoCommunityTheatre/,https://www.instagram.com/WeGoCommunityTheatre/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's High School Musical One Act Edition,Wellington School,Wellington School,2026-11-19,2026-11-21,wellingtonadmissions@welljags.onmicrosoft.com,Production,"3650 Reed Road, Upper Arlington, OH 43220",Upper Arlington,OH,43220,US,http://www.wellington.org,(614) 457-7883,https://www.facebook.com/TheWellingtonSchool,http://instagram.com/thewellingtonschool,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's Alice In Wonderland Jr.,White River Christian Home Educators,Anderson Mainstage Theatre,2026-11-19,2026-11-21,info@mainstagetheatre.org,Production,"124 W 9th St, Anderson, IN 46016-1413",Anderson,IN,46016-1413,US,https://mainstagetheatre.org/,(765) 644-5111,http://www.facebook.com/AndersonMainstageTheatre/,https://www.instagram.com/anderson_mainstage_theatre/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Peter And The Starcatcher,Arlington Catholic High School,Barton Hall -saint Agnes School,2026-11-20,2026-11-21,pcrane@achs.net,Production,"39 Medford St., Arlington, MA 02474",Arlington,MA,2474,US,https://achssas.org/,(781) 643-9031,https://www.facebook.com/achssascougars,https://www.instagram.com/p/Db9d7zDAGIt/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
The 25th Annual Putnam County Spelling Bee,Bonny Eagle High School,Bonny Eagle High School,2026-11-20,2026-11-21,webmaster@bonnyeagle.org,Production,"700 Saco Road, Standish, ME 04084",Standish,ME,4084,US,http://www.bonnyeagle.org,(207) 929-3831,https://www.facebook.com/msad6centraloffice,,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
The Music Man Jr,Brighton High School,Brighton High School,2026-11-20,2026-11-21,webmaster@bcsd.org,Production,"1150 Winton Rd S, Rochester, NY 14618",Rochester,NY,14618,US,http://bcsd.org,(585) 242-5200,https://www.facebook.com/BrightonCentralSchoolDistrict,https://www.instagram.com/brightoncsd/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
How To Train Your Dragon The Musical Jr.,Childrens Music Workshop,Lakeshore Community Auditorium,2026-11-20,2026-11-22,info@cmwonline.org,Production,"5771 Cleveland Ave, Stevensville, MI 49127",Stevensville,MI,49127,US,http://www.cmwonline.org,,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Annie Kids,City Of East Lansing Parks And Recreation,City Of East Lansing Parks And Recrea,2026-11-20,2026-11-21,bphilli@cityofeastlansing.com,Production,"819 Abbot Rd, East Lansing, MI 48823-3102",East Lansing,MI,48823-3102,US,http://www.cityofeastlansing.com,(517) 337-1731,https://www.facebook.com/cityofeastlansing,https://www.instagram.com/cityofeastlansing/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Finding Nemo Jr.,City Of Evanston,Levy Center,2026-11-20,2026-11-22,311center@cityofevanston.org,Production,"300 Dodge Ave., Evanston, IL 60202",Evanston,IL,60202,US,http://www.cityofevanston.org,(847) 448-4311,https://www.facebook.com/CityofEvanston/,https://www.instagram.com/cityofevanston/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's The Little Mermaid Jr,Coxsackie Athens Central School Drama Club,Coxsackie-athens Central School,2026-11-20,2026-11-21,sweeneyp@cacsd.org,Production,"24 Sunset Boulevard, Coxsackie, NY 12051",Coxsackie,NY,12051,US,http://www.cacsd.org,(518) 731-1700,https://www.facebook.com/pages/category/Public-School/Coxsackie-Athens-Central-Indians-298615820170018/,https://www.instagram.com/coxathschools/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Fame Jr,East County Performing Arts Center,East County Performing Arts Center,2026-11-20,2026-11-22,eastcountypac@gmail.com,Production,"3901 Walnut Blvd, Suite B, Brentwood, CA 94513",Brentwood,CA,94513,US,http://brentwooddance.com,(925) 701-9889,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Disney's Finding Nemo Jr.,Episcopal Academy,Carrafiell Family Theater,2026-11-20,2026-11-21,plegrand@episcopalacademy.org,Production,"1785 Bishop White Drive, Newtown Square, PA",Newtown Square,PA,,US,http://www.episcopalacademy.org,(484) 424-1400,https://www.facebook.com/EpiscopalAcademy1785,https://instagram.com/ea1785/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Seussical Jr.,Episcopal Day School Drama Club,Episcopal Day School,2026-11-20,2026-11-21,kcuellar@episcopaldayschool.net,Production,"34 North Coria Street, Brownsville, TX 78520-8310",Brownsville,TX,78520-8310,US,http://episcopaldayschool.net,(956) 542-5231,https://www.facebook.com/edsbrownsville,https://www.instagram.com/edsbrownsville/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-20
The Drowsy Chaperone,Falls Church High School,Falls Church High School,2026-11-20,2026-11-22,jaguartheaterboosters@gmail.com,Production,"7521 Jaguar Trail, Falls Church, VA 22042",Falls Church,VA,22042,US,http://www.fchsdrama.org,,https://www.google.com/url,https://www.google.com/url,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's The Little Mermaid Jr,Friends Of Madison Youth,Madison Arts Barn,2026-11-20,2026-12-06,info@madisonartsbarn.org,Production,"8 Campus Drive, Madison, CT 06419",Madison,CT,6419,US,http://www.madisonartsbarn.org,203-245-2689,https://www.facebook.com/TheMadisonArtsBarn,https://www.instagram.com/TheBarnCT,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-21
Disney's The Lion King Jr,Germantown Elementary School,Germantown Csd Auditorium,2026-11-20,2026-11-21,program.intake@usda.gov,Production,"123 Main St, Germantown, NY 12526-5326",Germantown,NY,12526-5326,US,http://www.germantowncsd.org,(518) 537-6281,https://www.facebook.com/GermantownCSD,,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Mean Girls Jr,Goshen Junior High School,Goshen Junior High School,2026-11-20,2026-11-22,contact@goshenschools.org,Production,"1216 S. Indiana Ave, Goshen, IN 46526",Goshen,IN,46526,US,http://gjhs.goshenschools.org/,(574) 533-8631,https://www.facebook.com/goshen.schools,https://www.instagram.com/goshenschools/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
A Christmas Carol,Harbor Playhouse,Harbor Playhouse,2026-11-20,2026-12-20,volunteer@harborplayhouse.com,Production,"1802 N. Chaparral, Corpus Christi, TX 78401",Corpus Christi,TX,78401,US,http://www.harborplayhouse.com,(361) 882-5500,https://www.facebook.com/profile.php,https://instagram.com/harborplayhouse/,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Disney's The Little Mermaid,Holy Cross High School,Holy Cross High School,2026-11-20,2026-11-22,info@indiantypefoundry.com,Production,"501 E. Drinker Street, Dunmore, PA 18512",Dunmore,PA,18512,US,http://www.hchspa.org,(570) 346-7541,https://www.facebook.com/194134197437863,https://www.instagram.com/holycrossdunmore,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Frozen,Houlton High School,Houlton High School,2026-11-20,2026-11-22,morgan.drake@rsu29.org,Production,"7 Bird Street, Houlton, ME 04730",Houlton,ME,4730,US,http://www.rsu29.org,(207) 532-6555,https://www.facebook.com/Rsu29SchoolDistrict,,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Elf-the Musical Jr.,"Kismet Arts, Llc",Oakdale Performing Arts Center,2026-11-20,2026-11-22,kismetartsstudio@gmail.com,Production,"10901 N Sooner Rd, Edmond, OK 73013",Edmond,OK,73013,US,http://kismetartsokc.com,,https://www.facebook.com/kismetartsokc,https://www.instagram.com/kismetartsokc/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Annie,Landmark Musicals,The Rodey Theater,2026-11-20,2026-11-29,landmarkmusicals@gmail.com,Production,"Campus University Of New Mexico, Albuquerque, NM 87106",Albuquerque,NM,87106,US,http://www.landmarkmusicals.org,,https://www.facebook.com/LandmarkMusicalsABQ/,https://www.instagram.com/landmarkmusicals/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Mary Poppins,Madonna University,Kresge Hall,2026-11-20,2026-11-22,admissions@madonna.edu,Production,"36600 Schoolcraft Road, Livonia, MI 48150",Livonia,MI,48150,US,http://www.madonna.edu,(734) 432-5300,https://www.facebook.com/MadonnaUniversity,https://www.instagram.com/madonnauniversity/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-19
Harvey,Marigold Auditorium,Marigold Auditorium,2026-11-20,2026-11-22,wintervillecampus@gmail.com,Production,"373 N Church St, Winterville, GA",Winterville,GA,,US,http://www.wintervillecenter.com,706-742-0823,https://www.facebook.com/TheWintervilleCenter/,https://www.instagram.com/wintervillecenter/,CONCORD,https://www.concordtheatricals.com/p/13523/harvey,performance run,Amateur,2026-08-18
Disney's Aladdin Jr.,Maui Preparatory Academy,Bozich Center,2026-11-20,2026-11-21,admissions@mauiprep.org,Production,"4920 Honoapiilani Hwy., Lahaina, HI 96761",Lahaina,HI,96761,US,http://www.mauiprep.org,(808) 665-9966,https://www.facebook.com/mauiprep,https://www.instagram.com/mauiprep/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Alice By Heart,Middle Tennessee State University,Anderson Studio Theatre,2026-11-20,2026-11-22,kristi.shamburger@mtsu.edu,Production,"615b Champion Way, Murfreesboro, TN 37129",Murfreesboro,TN,37129,US,http://mtsu.edu/theatreanddance,(615) 898-2640,https://www.facebook.com/mtsutheatre,https://www.instagram.com/mtsutheatre/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-18
Disney's Descendants,Minisink Valley Middle School,Minisink Valley Middle School,2026-11-20,2026-11-21,budgetquestions@minisink.com,Production,"2320 Route 6, Slate Hill, NY 10973",Slate Hill,NY,10973,US,http://www.minisink.com,(845) 355-5100,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Something Rotten!,Monroe Community College,Mcc Theatre,2026-11-20,2026-11-22,trib411@monroecc.edu,Production,"1000 East Henrietta Road, Rochester, NY 14623",Rochester,NY,14623,US,http://www.monroecc.edu/,(585) 292-2411,https://www.facebook.com/MonroeCC,https://instagram.com/monroeccrochester/,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-28
Wonderland,North Port High School,North Port Perf Arts Center,2026-11-20,2026-11-22,dena.henderson@sarasotacountyschools.net,Production,"6400 West Price Blvd, North Port, FL 34291",North Port,FL,34291,US,http://www.nphstheatre.net,(941) 428-8558,http://www.facebook.com/wix,http://instagram.com/wix,MTI,https://www.mtishows.com/shows,performance run,School,2026-08-22
Disney's Frozen Jr,Palmyra Macedon Middle School,Palmyra-macedon High School,2026-11-20,2026-11-21,district.clerk@palmaccsd.org,Production,"151 Hyde Parkway, Palmyra, NY 14522",Palmyra,NY,14522,US,http://www.palmaccsd.org,(315) 597-3400,https://www.facebook.com/Palmyra-Macedon-Central-School-District-221315751218089/,https://www.instagram.com/palmac_csd/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
The Addams Family Musical: School Edition,Phoenix Youth Theatre,Phoenix Youth Theatre,2026-11-20,2026-11-22,sandi@azfcf.org,Production,"Scottsdale, AZ",Scottsdale,AZ,,US,http://www.dftheater.org,480-488-1981,,,TRW,https://www.theatricalrights.com/show/addams-family-school-edition/,performance run,,2026-08-18
Disney's Newsies Jr.,Poison Apple Productions,Poison Apple Playhouse,2026-11-20,2026-11-22,info@poisonappleproductions.org,Production,"835 Arnold Drive Bay 6, Martinez, CA 94553",Martinez,CA,94553,US,http://www.poisonapple.org,925.957.0773,,,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
The Santa Switch,Raue Center For The Arts/sage Studio,Raue Center For The Arts/sage Studi,2026-11-20,2026-12-06,boxoffice@rauecenter.org,Production,"26 N Williams Street, Crystal Lake, IL 60014",Crystal Lake,IL,60014,US,http://www.rauecenter.org/education,(815) 356-9212,https://www.facebook.com/RaueCenter,https://www.instagram.com/rauecenterforthearts/,MTI,https://www.mtishows.com/shows,extended run,Non-Professional,2026-08-18
Irving Berlin's White Christmas,Rockwall Community Playhouse,Rockwall Community Playhouse,2026-11-20,2026-12-06,rockwallcommunityplayhouse@gmail.com,Production,"609 East Rusk St, Rockwall, TX",Rockwall,TX,,US,http://www.rockwallcommunityplayhouse.org,(972) 722-3399,,,CONCORD,https://www.concordtheatricals.com/p/44974/irving-berlin-s-white-christmas,extended run,Amateur,2026-08-18
Disney's Frozen Kids,Round Lake Area Park District Community Theatre,Round Lake Area Park District,2026-11-20,2026-11-21,info@sraclc.org,Production,"814 Hart Road, Round Lake, IL 60073",Round Lake,IL,60073,US,http://www.rlapd.org,(847) 546-8558,https://www.facebook.com/rlapd/,https://www.instagram.com/roundlakeareaparkdistrict/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
The Drowsy Chaperone,South Fork Performing Arts,Guild Hall,2026-11-20,2026-11-21,info@guildhall.org,Production,"158 Main Street, East Hampton, NY 11937",East Hampton,NY,11937,US,http://www.guildhall.org,(631) 324-0806,https://www.facebook.com/guildhall,https://www.instagram.com/guild_hall/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
Frozen,Stadium Theatre,Stadium Theatre Performing Arts Cen,2026-11-20,2026-11-22,info@envisionsuccess.net,Production,"28 Monument Square, Woonsocket, RI 02895",Woonsocket,RI,2895,US,http://www.stadiumtheatre.com,(401) 762-4545,https://www.facebook.com/StadiumTheatre,https://www.instagram.com/stadium_theatre/,MTI,https://www.mtishows.com/shows,performance run,Non-Professional,2026-08-18
